id,web_name,first_name,second_name,squad_number,element_type,team,status,news,news_added,cost,cost_change_start,cost_change_start_fall,dreamteam_count,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
1,Cech,Petr,Cech,1,1,1,a,,2018-09-29T17:31:14Z,4.7,-3,3,0,1.1,24,3.4,585,0,0,1,9,0,0,0,0,0,27,3,130,205,0,0,20.4
2,Leno,Bernd,Leno,19,1,1,a,,,4.9,-1,1,1,4,106,3.3,2835,0,0,6,42,0,0,0,0,0,105,5,568,807.2,0,0,80.5
3,Koscielny,Laurent,Koscielny,6,2,1,a,,2019-05-03T08:31:19Z,5.4,-1,1,1,0.9,62,3.6,1329,3,0,3,23,0,0,0,1,0,0,8,319,456.4,29.5,105,59.1
4,Bellerin,Hector,Bellerin,2,2,1,i,Knee injury - Unknown return date,2019-01-19T20:01:19Z,5.3,-2,2,0,4.5,60,3.2,1532,0,5,4,21,1,0,0,3,0,0,5,304,261.6,197.8,280,73.7
5,Monreal,Nacho,Monreal,18,2,1,a,,2019-04-28T10:31:25Z,5.4,-1,1,1,1.3,77,3.5,1860,1,4,5,24,0,0,0,5,0,0,7,392,413.2,196.6,224,83.4
6,Holding,Rob,Holding,16,2,1,i,Anterior cruciate ligament  - Expected back 05 Jun,2018-12-05T23:01:16Z,4.3,-2,2,0,0.4,24,2.4,806,0,0,1,10,0,0,0,1,0,0,5,148,187.8,28.7,14,23.2
7,Mustafi,Shkodran,Mustafi,20,2,1,a,,2019-02-03T20:31:19Z,5.4,-1,1,0,1.3,80,2.6,2611,2,0,6,40,0,0,0,9,0,0,5,475,718.6,106,252,107.8
8,Kolasinac,Sead,Kolasinac,31,2,1,a,,2019-05-10T00:01:20Z,4.9,-1,1,1,5.4,81,3.4,1886,0,7,5,29,1,0,0,5,0,0,10,382,323.2,445.9,242,101
10,Mavropanos,Konstantinos,Mavropanos,27,2,1,a,,2019-03-29T15:31:20Z,4.7,-3,3,0,0.1,3,0.8,147,0,0,0,1,0,0,0,1,0,0,0,28,27,14.1,10,5.2
11,Lichtsteiner,Stephan,Lichtsteiner,12,2,1,a,,2019-02-24T17:31:21Z,4.5,-5,5,0,0.8,14,1,935,0,0,0,18,0,0,0,3,0,0,0,89,113,61.1,23,20
12,Sokratis,Sokratis,Papastathopoulos,5,2,1,a,,2019-04-07T15:31:20Z,5.1,-4,4,1,1.2,64,2.6,2198,1,2,5,33,0,0,0,12,0,0,4,402,513.8,67.9,120,70.4
13,Ozil,Mesut,Ozil,10,3,1,a,,2019-04-28T10:31:25Z,7.9,-6,6,2,2.6,89,3.7,1732,5,3,5,24,0,0,0,2,0,0,9,363,429.6,714.2,254,140
14,Ramsey,Aaron,Ramsey,8,3,1,a,,2019-04-18T21:01:19Z,7.1,-4,4,0,0.9,91,3.3,1319,4,6,9,13,0,0,0,0,0,0,4,298,418.4,387.2,502,131
15,Iwobi,Alex,Iwobi,17,3,1,a,,2019-02-24T17:31:21Z,5.4,-1,1,0,1.5,99,2.8,1961,3,8,4,32,0,0,0,0,0,0,3,382,469,596.7,646,171.1
16,Elneny,Mohamed,Elneny,4,3,1,a,,2018-10-31T10:31:13Z,4.2,-3,3,0,2.2,10,1.3,377,0,0,0,5,0,0,0,0,0,0,0,59,86.6,76.7,63,22.7
17,Xhaka,Granit,Xhaka,34,3,1,a,,2019-04-19T14:01:20Z,5.2,-3,3,1,2.3,90,3.1,2498,4,3,7,37,0,0,0,10,0,0,8,452,634.6,674,215,152.6
18,Mkhitaryan,Henrikh,Mkhitaryan,7,3,1,a,,2019-03-10T21:01:20Z,6.6,-4,4,4,4.6,98,3.9,1637,6,4,3,26,0,0,0,1,0,0,12,354,446.4,454.9,600,150.2
19,Nelson,Reiss,Nelson,48,3,1,u,Season-long loan to Hoffenheim,2018-09-02T07:29:58Z,4.4,-1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Maitland-Niles,Ainsley,Maitland-Niles,15,3,1,a,,2019-04-28T13:01:21Z,4.4,-1,1,0,0.4,34,2.1,983,1,1,2,20,0,0,0,1,1,0,3,152,224.2,98.9,126,44.8
21,Welbeck,Danny,Welbeck,23,4,1,a,,2018-11-08T23:01:14Z,6.4,-1,1,0,0.4,19,2.4,146,1,1,0,3,0,0,0,0,0,0,3,63,73.6,56.8,66,19.5
22,Lacazette,Alexandre,Lacazette,9,4,1,a,,2018-11-25T13:01:16Z,9.4,-1,1,1,11.4,166,4.7,2497,13,12,6,31,0,0,0,2,0,0,20,560,808,482.4,1319,260.6
23,Aubameyang,Pierre-Emerick,Aubameyang,14,4,1,a,,2019-04-24T19:01:21Z,10.8,-2,2,5,18.8,205,5.7,2722,22,7,7,42,0,0,1,0,0,0,32,756,984.4,484.6,1429,289.6
450,Torreira,Lucas,Torreira,11,3,1,a,,2019-04-15T23:31:23Z,4.7,-3,3,1,2.6,78,2.3,2377,2,4,5,38,0,0,0,7,1,0,6,409,440.8,301,203,94.5
451,Guendouzi,Matteo,Guendouzi,29,3,1,a,,2018-11-01T01:01:15Z,4.4,-1,1,0,1.6,47,1.4,2140,0,0,3,32,0,0,0,9,0,0,0,321,323.2,312.4,130,76.6
542,Martinez,Emiliano,Martinez,26,1,1,u,Season-long loan to Reading,2019-01-23T13:31:19Z,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Smith-Rowe,Emile,Smith-Rowe,55,3,1,u,Season-long loan to RB Leipzig,2019-01-31T19:01:19Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Medley,Zech,Medley,47,2,1,a,,,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Nketiah,Edward,Nketiah,49,4,1,a,,,5,0,0,0,0,10,2,63,1,0,0,3,0,0,0,0,0,0,1,36,40.8,14.7,59,11.4
563,Saka,Bukayo,Saka,87,3,1,a,,,4.5,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
566,Willock,Joseph,Willock,59,3,1,a,,,4.5,0,0,0,0,4,2,63,0,0,1,1,0,0,0,0,0,0,0,4,1,2.5,23,2.7
581,Jenkinson,Carl,Jenkinson,25,2,1,a,,,4.5,0,0,0,0,4,1.3,165,0,0,0,3,0,0,0,0,0,0,0,16,26.8,16.9,8,5.2
586,Suarez,Denis,Suarez,22,3,1,a,,2019-04-17T14:31:20Z,5.7,-8,8,0,0.1,4,1,67,0,0,0,1,0,0,0,0,0,0,0,11,8.4,4.8,0,1.4
24,Begovic,Asmir,Begovic,27,1,2,a,,2019-05-10T10:31:21Z,4.3,-2,2,0,2.7,63,2.6,2160,0,0,5,47,0,0,0,0,0,59,4,363,440.6,0,0,44.2
25,Boruc,Artur,Boruc,1,1,2,a,,,4.1,1,-1,1,8.6,46,3.8,1080,0,0,4,18,0,0,0,2,0,39,4,218,302,0,0,30.3
26,Francis,Simon,Francis,2,2,2,i,Anterior cruciate ligament  - Expected back 25 Jun,2018-12-26T18:01:16Z,4.3,-2,2,0,0.2,40,2.4,1227,0,2,4,24,0,0,0,1,0,0,0,244,332.4,173.3,39,54.4
27,Steve Cook,Steve,Cook,3,2,2,a,,2019-02-23T20:01:19Z,4.3,-2,2,1,4.2,85,2.7,2786,1,1,9,56,1,0,0,3,0,0,6,549,731,143.3,292,116.5
28,Daniels,Charlie,Daniels,11,2,2,i,Knee injury - Unknown return date,2019-04-05T11:01:20Z,4.1,-4,4,1,3.2,44,2.1,1583,1,0,4,34,0,0,0,4,0,0,1,278,289.8,215.4,156,66.2
29,Adam Smith,Adam,Smith,15,2,2,a,,2019-04-20T16:31:23Z,4.3,-2,2,0,0.4,70,2.8,2067,1,1,8,33,0,0,0,5,1,0,1,383,374,199.8,110,68.5
30,Mings,Tyrone,Mings,26,2,2,u,Season-long loan to Aston Villa,2019-01-31T14:31:18Z,4.2,-3,3,0,0.1,5,1,141,0,0,0,4,0,0,0,0,0,0,0,41,49,16.3,2,6.8
31,Ake,Nathan,Ake,5,2,2,a,,2018-12-30T19:01:16Z,5.1,1,-1,1,6.1,120,3.2,3411,4,1,10,70,0,0,0,3,0,0,8,716,1002,125.9,440,156.8
32,Simpson,Jack,Simpson,25,2,2,a,,,3.9,-1,1,0,6.1,10,1.7,401,0,0,1,9,1,0,0,0,0,0,0,73,85.4,2,21,11
34,Pugh,Marc,Pugh,7,3,2,u,Season-long loan to Hull City,2019-01-23T10:33:34Z,4.3,-2,2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Surman,Andrew,Surman,6,3,2,i,Calf injury - Unknown return date,2019-03-17T14:31:21Z,4.6,-4,4,0,0.1,36,2,1438,0,0,4,37,0,0,0,2,0,0,0,206,190.8,163,38,39.2
36,Stanislas,Junior,Stanislas,19,3,2,i,Knee injury - Expected back 27 Jul,2019-04-20T16:31:23Z,6,0,0,0,0.1,56,2.4,1021,2,3,2,24,0,0,0,1,0,0,3,205,225.2,254.5,340,82
37,Gosling,Dan,Gosling,4,3,2,i,Calf injury - Unknown return date,2019-04-27T16:31:22Z,4.7,-3,3,0,0.1,54,2.2,1734,2,2,4,33,0,0,0,8,0,0,0,237,400.6,164.7,217,78.1
38,Ibe,Jordon,Ibe,10,3,2,a,,,4.9,-6,6,0,0.2,33,1.7,789,1,1,1,23,0,0,0,1,0,0,0,105,131.2,174.8,155,46
39,Lewis Cook,Lewis,Cook,16,3,2,i,Anterior cruciate ligament  - Expected back 04 Jun,2018-12-06T14:31:16Z,4.6,-4,4,0,0.1,22,1.7,719,0,0,3,10,0,0,0,2,0,0,0,91,76,50.4,36,16.5
40,Fraser,Ryan,Fraser,24,3,2,a,,2019-03-15T10:31:19Z,6.4,9,-9,6,23.7,181,4.8,3165,7,14,9,64,0,0,0,2,0,0,23,751,930.6,1382.4,696,301.2
41,Hyndman,Emerson,Hyndman,22,3,2,a,,2018-08-09T20:43:58Z,4.4,-1,1,0,0,1,1,37,0,0,0,2,0,0,0,0,0,0,0,2,14,1.2,0,1.5
42,Brooks,David,Brooks,20,3,2,i,Ankle injury - Unknown return date,2019-05-03T09:01:20Z,5,0,0,2,3.6,123,4.1,2263,7,6,9,41,0,0,0,3,0,0,7,414,598,466.7,609,167.5
43,Wilson,Callum,Wilson,13,4,2,a,,2019-01-09T14:31:17Z,6.9,9,-9,7,20.3,168,5.6,2528,14,12,9,47,0,0,1,3,0,0,22,525,737.8,388.4,1137,225
44,Mousset,Lys,Mousset,9,4,2,a,,2018-09-01T13:01:13Z,4.9,-1,1,0,0.2,28,1.2,350,1,0,0,15,0,0,0,1,0,0,0,74,74.6,65.1,201,33.8
45,King,Joshua,King,17,4,2,a,,2019-01-21T15:01:18Z,6.4,-1,1,4,5.1,141,4,2963,12,3,10,57,0,0,1,3,0,0,20,457,655.4,535.7,1058,223.8
46,Defoe,Jermain,Defoe,18,4,2,u,Joined Rangers on an 18-month loan deal,2019-01-07T00:31:16Z,5.6,-4,4,0,0.4,4,1,22,0,0,0,2,0,0,0,0,0,0,0,12,3,0,23,2.6
241,Clyne,Nathaniel,Clyne,23,2,2,a,,2019-04-20T19:31:22Z,4.4,-6,6,0,0.6,34,1.9,1250,0,1,3,26,0,0,0,2,0,0,0,201,199.4,100.2,72,36.9
259,Solanke,Dominic,Solanke,29,4,2,i,Hamstring injury - Unknown return date,2019-05-03T09:01:20Z,4.7,-3,3,0,0.4,15,1.5,340,0,1,0,5,0,0,0,0,0,0,0,45,79,96,154,33
473,Rico,Diego,Rico,21,2,2,a,,2019-04-09T22:31:21Z,4.1,-4,4,0,0,8,0.7,606,0,0,0,19,0,0,0,1,0,0,0,89,107.4,171.6,36,31.4
494,Lerma,Jefferson,Lerma,8,3,2,a,,2019-02-23T18:01:19Z,4.5,0,0,0,0.3,75,2.5,2505,2,2,9,49,1,0,0,12,0,0,6,410,539.6,245.8,174,96.2
580,Mepham,Chris,Mepham,33,2,2,a,,,4.5,0,0,0,0.1,27,2.1,848,0,1,2,17,0,0,0,1,0,0,0,158,177.2,24.1,22,22.5
599,Surridge,Sam,Surridge,44,4,2,a,,,4.5,0,0,0,0.1,2,1,11,0,0,0,0,0,0,0,0,0,0,0,3,5,11.8,23,4
600,Taylor,Kyle,Taylor,28,3,2,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Ofoborh,Nnamdi,Ofoborh,59,3,2,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Travers,Mark,Travers,42,1,2,a,,,4,0,0,0,0.3,9,4.5,180,0,0,1,5,0,0,0,0,0,9,1,46,68.2,0,0,6.8
620,Butcher,Matt,Butcher,,3,2,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Ryan,Mathew,Ryan,1,1,3,a,,2018-12-26T22:31:37Z,4.4,-1,1,0,4.9,104,3.1,3060,0,0,6,55,0,0,0,2,0,97,11,547,707,0,0,70.9
48,Dunk,Lewis,Dunk,5,2,3,a,,2019-02-16T17:31:21Z,4.4,-1,1,1,3.4,91,2.5,3151,2,1,7,56,0,0,0,5,1,0,6,573,805.8,132.9,245,118.7
49,Duffy,Shane,Duffy,4,2,3,a,,2019-03-25T23:31:22Z,4.7,2,-2,4,8.1,115,3.3,3087,5,2,7,55,0,0,0,4,1,0,9,582,1024.4,84.1,499,160.9
50,Bruno,Bruno,Saltor Grau,2,2,3,a,,2018-12-01T17:31:14Z,4.4,-1,1,1,0.3,46,3.3,1131,0,1,4,17,0,0,0,2,0,0,7,229,181.6,102,14,29.8
51,Bong,Gaëtan,Bong,3,2,3,a,,2018-10-20T13:01:16Z,4.4,-1,1,0,0.1,48,2.2,1805,0,0,5,34,0,0,0,0,0,0,0,254,220,153.3,8,38
52,Suttner,Markus,Suttner,29,2,3,a,,2019-01-18T19:01:19Z,3.8,-2,2,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Schelotto,Ezequiel,Schelotto,21,2,3,a,,2019-01-28T14:31:21Z,3.8,-2,2,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Balogun,Leon,Balogun,14,2,3,a,,2019-02-16T17:31:21Z,4.2,-3,3,1,0.1,15,1.9,591,1,0,0,10,0,0,0,2,0,0,0,86,134,1.1,27,16.2
55,Knockaert,Anthony,Knockaert,11,3,3,a,,2019-04-13T17:01:22Z,5.2,-3,3,0,0.5,74,2.5,1828,2,6,3,41,0,0,0,4,1,0,2,293,389.6,580.8,345,131.4
56,Stephens,Dale,Stephens,6,3,3,a,,2019-02-02T17:01:21Z,4.3,-2,2,0,3,65,2.2,2484,1,1,5,46,0,0,0,6,1,0,4,404,498.2,249.3,88,83.6
57,Kayal,Beram,Kayal,7,3,3,a,,2019-04-27T18:31:24Z,4.4,-1,1,0,0.3,36,2,935,1,1,4,17,0,0,0,4,0,0,0,136,224,59.3,53,33.6
58,March,Solomon,March,20,3,3,a,,2019-04-03T21:01:18Z,4.7,-3,3,1,0.7,94,2.7,2459,1,6,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405,156.6
59,Gross,Pascal,Gross,13,3,3,a,,2019-02-26T22:31:20Z,6.7,-3,3,1,1.5,80,3.2,1864,3,3,3,31,0,0,1,1,0,0,12,347,456,815.3,344,161.7
60,Propper,Davy,Propper,24,3,3,i,Hamstring injury - Unknown return date,2019-04-20T16:31:23Z,4.8,-2,2,0,0.2,72,2.4,2546,1,1,4,45,0,0,0,2,0,0,3,351,389.2,279.1,121,79.2
61,Izquierdo,Jose Heriberto,Izquierdo Mena,19,3,3,i,Knee injury - Unknown return date,2019-05-03T13:31:21Z,5.9,-1,1,0,0.1,31,2.1,789,0,2,3,10,0,0,0,1,0,0,0,95,75.4,77.3,147,30
62,Murray,Glenn,Murray,17,4,3,a,,2019-02-16T17:31:21Z,6.1,-4,4,1,2.8,129,3.4,2501,13,1,4,45,0,0,0,5,0,0,16,337,478,190,835,148.1
63,Hemed,Tomer,Hemed,25,4,3,u,Season-long loan to Queens Park Rangers,2018-08-23T13:01:11Z,4.9,-1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Baldock,Sam,Baldock,9,4,3,u,Transferred to Reading,2018-08-01T08:30:27Z,4.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Locadia,Jurgen,Locadia,9,4,3,a,,2019-04-04T12:31:19Z,5.3,-2,2,1,0.3,52,2,1225,2,0,3,21,0,0,0,1,0,0,6,155,154.4,190.8,356,69.7
66,Andone,Florin,Andone,10,4,3,a,,2019-03-09T13:01:19Z,5,0,0,0,0.2,38,1.7,866,3,0,2,14,0,0,0,5,0,0,2,74,147.2,48.6,361,54.9
179,Button,David,Button,27,1,3,a,,2018-11-08T15:31:14Z,4,0,0,0,2.3,15,3.8,360,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0,0,8.9
439,Steele,Jason,Steele,23,1,3,a,,,3.9,-1,1,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Bernardo,Bernardo,Fernandes da Silva Junior,30,2,3,a,,2019-01-03T00:01:17Z,4.2,-3,3,0,0.1,39,1.8,1749,0,1,2,29,0,0,0,4,0,0,0,290,444.2,172.6,83,70
466,Bissouma,Yves,Bissouma,8,3,3,a,,2019-01-17T14:01:18Z,4.6,-4,4,0,0,43,1.5,1764,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213,201,66.8
476,Jahanbakhsh,Alireza,Jahanbakhsh,16,3,3,a,,2018-12-20T15:31:16Z,6.7,-3,3,0,0.6,33,1.7,1014,0,0,5,16,0,0,0,2,0,0,0,61,94.4,104,162,35.5
503,Montoya,Martin,Montoya,22,2,3,a,,,4.3,-2,2,0,0.2,45,1.8,2166,0,1,3,41,0,0,0,4,0,0,1,351,437.6,289.2,58,78.6
551,Gyokeres,Viktor,Gyokeres,42,4,3,a,,,4.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,White,Ben,White,28,2,3,u,Season-long loan to Peterborough,2019-01-07T10:30:21Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Sanders,Max,Sanders,41,3,3,a,,2019-02-16T17:31:21Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Burn,Dan,Burn,33,2,3,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Molumby,Jayson,Molumby,,3,3,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Heaton,Tom,Heaton,1,1,4,a,,2018-08-12T12:31:12Z,4.8,-2,2,0,0.5,58,3.1,1710,0,0,4,27,0,0,0,3,0,63,4,323,442.8,20.1,4,46.6
68,Pope,Nick,Pope,29,1,4,a,,2018-07-27T07:01:08Z,4.8,-2,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Lowton,Matthew,Lowton,2,2,4,a,,2019-01-24T16:01:21Z,4.6,-4,4,0,0.2,34,1.6,1748,0,0,4,41,0,0,0,7,0,0,1,269,338,158.6,48,54.6
70,Mee,Ben,Mee,6,2,4,a,,,4.6,-4,4,0,1.6,81,2.1,3420,0,2,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238,123.9
71,Ward,Stephen,Ward,23,2,4,a,,2018-10-16T15:31:15Z,4.7,-3,3,0,0.5,7,2.3,228,0,0,1,6,0,0,0,1,0,0,0,44,48.4,17.2,19,8.5
72,Tarkowski,James,Tarkowski,5,2,4,a,,2019-05-10T16:31:22Z,4.7,-3,3,1,4.2,97,2.8,3086,3,2,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450,154.5
73,Long,Kevin,Long,28,2,4,a,,2019-02-07T16:01:20Z,4.1,-4,4,0,0.3,16,2.7,513,0,1,1,9,0,0,0,0,0,0,0,101,147.8,11.6,8,16.8
74,Taylor,Charlie,Taylor,3,2,4,a,,,4.4,-1,1,0,0.5,82,2.2,3240,0,1,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30,94.9
75,Bardsley,Phil,Bardsley,26,2,4,a,,2019-04-06T16:31:22Z,4.2,-3,3,0,0.1,33,1.7,1670,0,0,4,27,1,0,0,9,0,0,0,224,267.8,139.6,66,47.4
76,Gudmundsson,Johann Berg,Gudmundsson,7,3,4,a,,2019-03-26T16:01:22Z,5.5,-5,5,1,1,92,3.2,1743,3,7,5,39,0,0,0,2,0,0,6,339,456.2,574.1,380,141.1
77,Defour,Steven,Defour,16,3,4,i,Calf injury - Unknown return date,2019-01-31T16:01:19Z,5.3,-2,2,0,0,10,1.7,449,0,0,0,14,0,0,0,0,0,0,0,70,61.4,36.6,0,9.9
78,Hendrick,Jeff,Hendrick,13,3,4,a,,,5.2,-3,3,1,0.2,73,2.3,2058,2,2,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269,70.6
79,Brady,Robbie,Brady,12,3,4,a,,2019-05-03T21:01:20Z,5.4,-1,1,0,0,20,1.3,714,0,1,1,17,0,0,0,3,1,0,0,77,102,194.1,85,38.2
80,Westwood,Ashley,Westwood,18,3,4,a,,2019-02-26T22:31:20Z,4.6,1,-1,1,3.1,111,3.3,2821,2,8,7,55,0,0,0,5,0,0,10,518,623,643.1,253,152.3
81,Walters,Jonathan,Walters,,3,4,n,Retired from professional football on 22/3. - Unknown return date,2018-08-30T16:31:13Z,4.7,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Cork,Jack,Cork,4,3,4,a,,2018-11-10T14:01:14Z,4.6,-4,4,0,0.5,87,2.4,3312,1,2,8,63,0,0,0,6,0,0,0,446,491.4,309.7,240,104.3
83,Lennon,Aaron,Lennon,25,3,4,a,,2018-12-19T01:01:16Z,4.9,-1,1,1,0.3,41,2.6,1214,1,1,3,22,0,0,0,1,0,0,2,133,151.6,121.2,108,38
84,Vokes,Sam,Vokes,9,4,4,u,Transferred to Stoke City,2019-01-31T19:31:20Z,5.3,-2,2,0,0.6,48,2.4,907,3,0,2,20,0,0,0,0,0,0,7,130,152,108.6,292,54.3
85,Barnes,Ashley,Barnes,10,4,4,a,,2018-07-24T09:01:08Z,5.6,-4,4,1,2.1,122,3.3,2378,12,3,7,41,1,0,0,8,0,0,13,394,581.2,309.9,1042,192.9
86,Wells,Nahki,Wells,21,4,4,u,Season-long loan to Queens Park Rangers,2018-08-23T23:01:12Z,4.5,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Wood,Chris,Wood,11,4,4,a,,2018-08-12T12:31:12Z,6.3,-2,2,3,1.4,131,3.4,2580,10,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911,167.9
485,Lindegaard,Anders,Lindegaard,22,1,4,a,,,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Hart,Joe,Hart,20,1,4,a,,,4.2,-3,3,2,4.4,69,3.6,1710,0,0,4,41,0,1,0,0,0,77,7,378,594.6,10.1,0,60.3
491,Gibson,Ben,Gibson,14,2,4,a,,2018-09-03T16:31:13Z,4.8,-2,2,0,0.1,6,6,62,1,0,0,3,0,0,0,1,0,0,0,17,42.4,0.4,33,7.6
495,Vydra,Matej,Vydra,27,4,4,a,,2018-08-10T14:31:13Z,5.6,-4,4,0,0,21,1.6,310,1,1,0,7,0,0,0,1,0,0,0,61,70.4,33.7,114,21.4
534,McNeil,Dwight,McNeil,31,3,4,a,,,4.4,-1,1,0,0.8,75,3.6,1590,3,4,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279,112.5
564,Koiki,Abd-Al-Ali Morakinyo Olaposi,Koiki,42,2,4,u,Season-long loan to Swindon Town,2019-01-10T17:01:18Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Benson,Josh,Benson,46,3,4,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Crouch,Peter,Crouch,15,4,4,a,,2019-04-04T14:31:22Z,4.4,-1,1,0,0.9,8,1.3,86,0,1,0,3,0,0,0,1,0,0,0,24,7.6,1.6,115,12.3
615,Driscoll-Glennon,Anthony,Driscoll-Glennon,45,2,4,a,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Arter,Harry,Arter,7,3,5,a,,2019-04-16T22:31:21Z,4.9,-1,1,0,0.2,48,1.9,1999,0,1,7,39,0,0,0,10,0,0,0,225,230.6,188.8,170,58.9
88,Etheridge,Neil,Etheridge,1,1,5,a,,,4.6,1,-1,5,10.2,154,4.1,3420,0,0,10,69,0,3,0,2,0,141,18,775,1116.8,21,0,113.6
89,Smithies,Alex,Smithies,12,1,5,a,,2019-04-12T10:31:19Z,4.2,-3,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Morrison,Sean,Morrison,4,2,5,a,,2019-01-18T12:01:18Z,4.7,-3,3,1,0.4,97,2.9,3039,1,4,9,63,0,0,0,6,0,0,5,477,673.4,239,580,149.4
91,Bamba,Sol,Bamba,22,2,5,i,Knee injury - Unknown return date,2019-03-02T17:31:20Z,4.4,-1,1,1,1.5,95,3.4,2475,4,1,7,52,0,0,0,7,0,0,11,459,787,51.4,304,114.2
92,Ecuele Manga,Bruno,Ecuele Manga,5,2,5,a,,,4.4,-1,1,0,0.4,97,2.6,3375,0,1,10,67,0,0,0,0,0,0,4,581,722,105.5,172,100.4
93,Connolly,Matthew,Connolly,16,2,5,i,Ankle injury - Unknown return date,2019-03-29T12:01:20Z,3.8,-2,2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Bennett,Joe,Bennett,3,2,5,a,,2019-03-09T18:01:19Z,4.4,-1,1,0,0.4,77,2.6,2639,0,1,9,50,0,0,0,5,0,0,4,433,442.8,237.1,98,77.8
95,Peltier,Lee,Peltier,2,2,5,a,,2019-02-25T12:01:21Z,3.9,-1,1,1,4,43,2.1,1542,0,0,5,26,0,0,0,4,0,0,1,232,267.2,49.5,15,33.1
96,Jazz Richards,Ashley Darel Jazz,Richards,6,2,5,a,,2019-03-29T12:01:20Z,3.9,-1,1,0,0.5,2,0.5,129,0,0,0,4,0,0,0,0,0,0,0,15,14.8,1.6,0,1.8
97,Halford,Greg,Halford,,2,5,u,Contract expired,2018-07-09T09:22:51Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Ralls,Joe,Ralls,8,3,5,a,,2019-04-21T17:01:23Z,4.6,-4,4,0,0.1,45,1.6,1954,0,0,5,40,0,0,1,4,1,0,0,232,284.6,481.1,204,96.7
99,Hoilett,David Junior,Hoilett,33,3,5,a,,2018-10-06T14:01:16Z,5,-5,5,1,0.1,82,2.6,2134,3,2,6,46,0,0,0,4,0,0,4,230,313.2,383.4,463,115.3
100,Mendez-Laing,Nathaniel,Mendez-Laing,19,3,5,a,,2018-08-25T18:01:15Z,4.8,-2,2,1,0,63,3.1,978,4,1,4,18,0,0,0,0,0,0,6,253,351.4,255,370,97.8
