id,web_name,first_name,second_name,squad_number,element_type,team,status,news,news_added,cost,cost_change_start,cost_change_start_fall,dreamteam_count,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
292,Lindelof,Victor,Lindelof,2,2,14,a,,2018-12-16T15:01:16Z,4.9,-1,1,1,5.2,85,2.8,2600,1,1,6,40,1,0,0,1,0,0,9,527,533,75.3,118,72.8
293,Young,Ashley,Young,18,2,14,a,,2019-04-02T21:01:19Z,5.7,-3,3,1,1.7,73,2.4,2568,2,3,4,44,0,0,0,8,1,0,4,450,554.4,650.5,124,133
294,Dalot,Jose Diogo,Dalot Teixeira,20,2,14,a,,2018-12-16T15:01:16Z,5.3,-2,2,0,0.2,27,1.7,1009,0,2,1,18,0,0,0,3,0,0,0,171,184.4,259,94,53.7
295,Sanchez,Alexis,Sanchez,7,3,14,a,,2019-05-05T15:31:23Z,10,-5,5,0,1.2,47,2.4,869,1,5,2,10,0,0,0,3,0,0,1,168,207.6,297.2,307,81.1
296,Matic,Nemanja,Matic,31,3,14,a,,2019-04-12T09:31:18Z,5,0,0,0,0.7,59,2.1,2437,1,0,6,37,0,0,0,6,1,0,2,371,477.6,247.9,183,90.9
297,Mata,Juan,Mata,8,3,14,a,,2019-02-24T17:31:21Z,6.1,-4,4,2,1.2,70,3.2,1284,3,4,5,15,0,0,0,3,0,0,7,274,258.4,464,262,98.6
298,Fellaini,Marouane,Fellaini,27,3,14,u,Joined Shandong Luneng Taishan,2019-01-18T09:31:18Z,4.8,-2,2,0,0.4,26,1.9,746,0,2,1,14,0,0,0,1,0,0,0,119,172.2,65.6,145,38.1
299,Herrera,Ander,Herrera,21,3,14,a,,2019-04-02T21:01:19Z,5,0,0,0,0.5,62,2.8,1397,2,3,5,18,0,0,0,4,0,0,6,302,399.2,234.6,257,89.2
300,Lingard,Jesse,Lingard,14,3,14,a,,2019-05-02T16:01:19Z,6.7,-3,3,1,2.6,78,2.9,1657,4,3,3,26,0,0,0,3,0,0,5,270,310,306.1,395,101.1
301,Martial,Anthony,Martial,11,3,14,a,,2019-05-10T10:01:23Z,7.2,-3,3,3,3.4,122,4.5,1613,10,4,5,25,0,0,0,2,0,0,13,389,532.8,503.3,755,178.9
302,Pogba,Paul,Pogba,6,3,14,a,,2019-01-30T10:31:23Z,8.6,6,-6,5,33.7,179,5.1,3007,13,10,8,43,0,0,3,6,0,0,19,648,1096.8,822.3,1246,316.9
303,McTominay,Scott,McTominay,39,3,14,a,,2019-04-26T10:01:22Z,4.2,-3,3,1,1.2,38,2.4,862,2,0,1,18,0,0,0,1,0,0,4,152,175.4,33.1,180,38.8
304,Fred,Frederico,Rodrigues de Paula Santos,17,3,14,a,,,5.3,-7,7,0,1.2,40,2.4,1039,1,2,1,19,0,0,0,2,0,0,3,180,177.6,203.2,87,46.9
305,Rashford,Marcus,Rashford,10,4,14,a,,2019-04-28T18:31:24Z,7.3,3,-3,3,21.9,128,3.9,2331,10,7,6,35,0,0,0,3,1,0,14,425,650,542.3,1064,224.6
306,Lukaku,Romelu,Lukaku,9,4,14,a,,2019-05-02T16:01:19Z,10.7,-3,3,3,3.9,115,3.6,2126,12,1,4,38,0,0,0,4,0,0,14,361,550.6,330.2,1052,193.5
481,Pereira,Andreas,Pereira,15,3,14,a,,,4.5,-5,5,1,0.3,27,1.8,590,1,1,1,13,0,0,0,5,0,0,2,115,132.8,139.5,67,33.8
520,Grant,Lee,Grant,13,1,14,a,,,4.8,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Gomes,Angel,Gomes,47,3,14,a,,,5,0,0,0,0,2,1,25,0,0,0,1,0,0,0,0,0,0,0,4,5.2,2.3,18,2.6
602,Garner,James,Garner,37,3,14,a,,,4.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
603,Chong,Tahith,Chong,44,3,14,a,,,4.5,0,0,0,0,2,1,37,0,0,0,1,0,0,0,0,0,0,0,3,6.2,2.1,39,4.7
608,Greenwood,Mason,Greenwood,54,4,14,a,,2019-05-03T09:31:20Z,4.5,0,0,0,0.2,4,1.3,115,0,0,0,2,0,0,0,0,0,0,0,12,24,43.3,90,15.7
307,Elliot,Robert,Elliot,1,1,15,a,,2019-02-01T16:01:21Z,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Darlow,Karl,Darlow,26,1,15,a,,2018-12-04T15:01:17Z,4.4,-1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Dubravka,Martin,Dubravka,12,1,15,a,,2018-08-11T11:31:12Z,5,0,0,0,1,131,3.4,3420,0,0,11,48,0,0,0,1,0,96,10,647,783.6,0,0,78.4
310,Yedlin,DeAndre,Yedlin,22,2,15,i,Groin Injury - Unknown return date,2019-05-03T13:31:22Z,4.5,0,0,0,0.9,63,2.2,2472,1,2,5,41,1,0,0,6,1,0,1,325,436.4,406.3,113,95.8
311,Clark,Ciaran,Clark,2,2,15,a,,2019-02-22T14:01:20Z,4.5,0,0,1,0.2,42,3.8,857,3,0,2,15,0,0,0,1,0,0,4,194,293.2,25,105,42.6
312,Lascelles,Jamaal,Lascelles,6,2,15,a,,2019-04-26T13:31:22Z,4.7,-3,3,1,3.1,95,3,2745,0,1,10,36,0,0,0,4,0,0,8,539,632.4,46.8,113,79.6
313,Dummett,Paul,Dummett,3,2,15,a,,2019-01-11T15:01:19Z,4.4,-1,1,1,0.2,67,2.6,1986,0,0,7,27,0,0,0,1,0,0,3,365,424.2,94,58,57.6
314,Lejeune,Florian,Lejeune,20,2,15,i,Knee injury - Unknown return date,2019-04-06T16:31:22Z,4.4,-1,1,0,0.1,35,2.9,1054,0,0,4,13,0,0,0,0,0,0,0,209,211.6,82.5,59,35.3
315,Manquillo,Javier,Manquillo,19,2,15,a,,2018-09-15T13:01:14Z,4.3,-2,2,1,0.3,53,2.9,1098,0,3,4,16,0,0,0,2,0,0,5,231,231,127.3,28,38.8
316,Mbemba,Chancel,Mbemba,18,2,15,u,Transferred to Porto,2018-07-24T14:34:52Z,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Ritchie,Matt,Ritchie,11,3,15,a,,2018-12-02T17:01:15Z,5.8,-2,2,0,0.6,110,3.1,2927,2,8,10,40,0,0,1,9,0,0,7,504,712.4,973.8,448,213.6
318,Shelvey,Jonjo,Shelvey,8,3,15,a,,2019-01-11T15:01:19Z,5.3,-2,2,0,0.3,39,2.4,943,1,1,5,13,0,0,0,1,0,0,2,170,226.2,351.7,154,73.2
319,Diame,Mohamed,Diame,10,3,15,a,,2019-04-05T14:31:23Z,4.8,-2,2,0,0.1,56,1.9,2162,0,0,7,32,0,0,0,3,0,0,0,213,310.8,82.9,204,60
320,Atsu,Christian,Atsu,30,3,15,a,,2018-07-05T14:31:07Z,5.1,-4,4,0,0.1,55,2,1481,1,1,6,18,0,0,0,2,0,0,0,175,218.8,273,331,82.3
321,Murphy,Jacob,Murphy,7,3,15,u,Season-long loan to West Bromwich Albion,2019-01-31T23:31:19Z,4.7,-3,3,0,0,16,1.8,296,0,1,1,8,0,0,0,0,0,0,0,50,53.6,31.1,22,10.7
322,Merino,Mikel,Merino,23,3,15,u,Transferred to  Real Sociedad,2018-07-13T08:33:32Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Hayden,Isaac,Hayden,14,3,15,a,,2019-04-26T14:31:23Z,4.3,-2,2,1,1.4,69,2.8,1857,1,4,7,25,0,0,0,3,1,0,5,306,412,298.8,232,94.4
324,Ki Sung-yueng,Sung-yueng,Ki,4,3,15,a,,2019-05-10T13:31:23Z,4.7,-3,3,0,0.1,38,2.1,1298,0,1,4,20,0,0,0,2,0,0,1,197,163.2,258.4,45,46.7
325,Gayle,Dwight,Gayle,9,4,15,u,Season-long to to West Bromwich Albion ,2018-08-07T09:52:46Z,6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Perez,Ayoze,Perez,17,4,15,a,,2019-04-27T17:31:24Z,6.1,-4,4,2,3.4,141,3.8,2916,12,2,11,35,0,0,0,2,0,0,19,541,783.6,585.6,954,232.1
327,Joselu,Jose Luis,Mato Sanmartín,21,4,15,a,,2019-01-28T14:31:21Z,4.7,-3,3,0,2.1,30,1.9,586,2,0,1,15,0,0,0,1,0,0,3,89,121.4,35.9,290,44.6
458,Kenedy,Robert Kenedy,Nunes do Nascimento,15,3,15,a,,2019-01-16T00:31:18Z,4.7,-3,3,0,0.5,50,2,1337,1,1,6,18,0,0,1,1,0,0,1,161,212.8,187.9,297,69.8
482,Schaar,Fabian,Schaar,5,2,15,a,,2019-04-20T19:31:22Z,4.5,-5,5,3,1.3,93,3.9,2000,4,1,7,23,0,0,0,12,0,0,9,403,669.4,148.6,220,103.8
488,Muto,Yoshinori,Muto,13,4,15,a,,2019-01-02T23:01:17Z,5.6,-4,4,0,0.1,24,1.4,514,1,0,1,10,0,0,0,1,0,0,0,65,71.8,66.8,140,27.4
493,Rondon,Salomon,Rondon,9,4,15,a,,2018-09-23T00:01:15Z,5.9,-1,1,3,7.7,148,4.6,2601,11,8,9,31,0,0,0,1,0,0,20,466,645.6,468,1249,236
516,Fernandez,Federico,Fernandez,18,2,15,a,,2018-12-29T16:31:16Z,4.4,-1,1,0,0.2,47,2.5,1482,0,2,3,24,0,0,0,2,0,0,5,277,350,63.7,70,48.5
530,Sterry,Jamie,Sterry,25,2,15,u,Season-long loan to Crewe,2019-01-27T15:31:21Z,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Longstaff,Sean,Longstaff,36,3,15,i,Knee injury - Expected back 31 May,2019-03-02T20:01:20Z,4.5,0,0,0,0,26,2.9,686,1,1,3,9,0,0,0,2,0,0,1,117,130.4,71.8,106,30.9
553,Woodman,Frederick,Woodman,41,1,15,a,,,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Roberts,Callum,Roberts,37,3,15,u,Season-long loan to Colchester United,2019-01-31T14:31:19Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Almiron,Miguel,Almiron,24,3,15,i,Hamstring injury - Unknown return date,2019-04-20T19:31:23Z,6,0,0,0,0.2,28,2.8,758,0,2,3,11,0,0,0,0,0,0,0,107,121.4,189.8,235,54.6
588,Barreca,Antonio,Barreca,23,2,15,a,,,4.1,-4,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0,0,0
622,Watts,Kelland,Watts,,3,15,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Cass,Lewis,Cass,,2,15,a,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Ings,Danny,Ings,9,4,16,a,,2019-03-31T13:01:20Z,5.4,-1,1,1,3.2,90,3.8,1650,7,3,5,27,0,0,0,1,0,0,11,310,433.8,346.9,808,158.4
328,McCarthy,Alex,McCarthy,1,1,16,a,,2019-04-18T12:01:20Z,4.3,-2,2,1,2,73,2.9,2250,0,0,4,44,0,0,0,1,0,78,6,414,585.2,0,0,58.6
329,Forster,Fraser,Forster,44,1,16,a,,,4.2,-3,3,0,0.6,2,2,90,0,0,0,3,0,0,0,0,0,3,0,13,22.2,0,0,2.2
330,Bertrand,Ryan,Bertrand,21,2,16,a,,2019-04-25T13:31:21Z,4.8,-2,2,0,2.4,56,2.3,2160,1,0,6,42,0,0,0,8,0,0,1,291,326.8,379.4,123,82.6
331,Yoshida,Maya,Yoshida,3,2,16,a,,2019-04-27T14:01:20Z,4.1,-4,4,0,1.1,44,2.6,1518,0,1,3,29,0,0,0,0,0,0,4,278,387,57.4,189,63.4
332,Cedric,Cedric,Soares,2,2,16,u,Season-long loan to Inter Milan,2019-01-26T19:01:20Z,4.2,-3,3,1,2.1,52,2.9,1493,1,2,4,31,0,0,0,4,0,0,7,273,309,226.5,103,63.9
333,Stephens,Jack,Stephens,5,2,16,a,,2018-12-22T14:01:17Z,4.2,-3,3,1,0.3,47,2,1697,1,0,3,35,0,0,0,4,0,0,4,282,394.4,65.5,143,60.4
334,McQueen,Sam,McQueen,38,2,16,u,Season-long loan to Middlesbrough,2018-08-30T19:31:12Z,4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Bednarek,Jan,Bednarek,35,2,16,a,,2019-03-26T11:31:22Z,4,0,0,0,7.4,49,2,2150,0,1,3,37,0,0,0,7,0,0,3,365,616,108.8,91,81.9
336,Hoedt,Wesley,Hoedt,6,2,16,u,Season-long loan to Celta Vigo,2019-01-22T11:01:19Z,4.2,-3,3,0,0.2,29,2.2,1170,0,0,4,24,2,0,0,2,0,0,3,206,283.6,20,41,34.7
337,Davis,Steven,Davis,8,3,16,u,Season-long loan to Rangers,2019-01-07T10:31:16Z,4.6,-4,4,0,0,9,3,97,0,1,0,4,0,0,0,0,0,0,2,39,38.8,41.6,2,8.2
338,Ward-Prowse,James,Ward-Prowse,16,3,16,a,,,5.1,-4,4,3,3.7,94,3.6,1940,7,0,3,41,1,0,0,4,0,0,15,390,592,695.8,387,167.4
339,Oriol Romeu,Oriol,Romeu Vidal,14,3,16,a,,,4.2,-3,3,0,2.2,55,1.8,2131,1,0,6,37,0,0,0,11,0,0,3,282,455.2,158.4,124,74
340,Hojbjerg,Pierre-Emile,Hojbjerg,23,3,16,a,,2019-01-31T11:31:19Z,4.4,-1,1,1,3.2,90,2.9,2760,4,3,4,59,0,0,0,7,2,0,8,477,616,445.6,421,148.8
341,Boufal,Sofiane,Boufal,19,3,16,u,Season-long loan to Celta Vigo,2018-07-21T11:01:08Z,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Sims,Joshua,Sims,39,3,16,a,,2018-08-21T06:48:36Z,4.4,-1,1,0,0,11,1.6,208,0,1,0,6,0,0,0,0,0,0,0,27,21.8,18.5,56,9.6
343,Redmond,Nathan,Redmond,22,3,16,a,,2018-12-22T14:01:17Z,5.5,0,0,3,6.9,137,3.6,3272,6,5,9,58,0,0,0,3,0,0,12,433,665.4,802.3,950,241.4
344,Lemina,Mario,Lemina,18,3,16,a,,2019-04-03T21:31:22Z,4.7,-3,3,0,0.2,50,2.4,1612,1,2,4,37,0,0,0,5,0,0,2,270,313,214.7,188,71.6
345,Armstrong,Stuart,Armstrong,17,3,16,a,,2019-04-25T13:31:21Z,5.1,-4,4,1,0.2,75,2.6,1421,3,4,5,26,0,0,0,2,0,0,3,269,305.6,392.4,379,107.5
346,Elyounoussi,Mohamed,Elyounoussi,11,3,16,a,,2018-11-24T15:01:16Z,6,-5,5,0,0.1,28,1.8,785,0,0,4,10,0,0,0,0,0,0,0,91,94.2,228.3,220,54.2
347,Long,Shane,Long,7,4,16,a,,2019-04-23T23:31:22Z,4.7,-3,3,1,4.9,66,2.5,1260,5,2,2,24,0,0,0,3,0,0,5,191,248.6,179.2,417,84.2
348,Austin,Charlie,Austin,10,4,16,a,,2019-04-18T12:01:20Z,5.5,-5,5,0,0.4,46,1.8,970,2,2,5,17,0,0,1,1,0,0,1,117,158.4,115.3,405,67.4
349,Gabbiadini,Manolo,Gabbiadini,20,4,16,u,Joined Sampdoria on a permanent deal,2019-01-11T15:01:19Z,5.6,-4,4,1,0.1,23,1.9,468,1,0,0,12,0,0,0,0,0,0,3,56,74.4,72.7,167,30.8
350,Carrillo,Guido,Carrillo,9,4,16,u,Season-long loan to Leganes,2018-07-10T10:08:52Z,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Gunn,Angus,Gunn,28,1,16,a,,,4.3,-2,2,2,1.1,47,3.9,1080,0,0,3,18,0,1,0,0,0,33,4,206,239.2,0,0,23.8
463,Vestergaard,Jannik,Vestergaard,4,2,16,a,,2019-04-18T09:31:21Z,4.6,-4,4,0,0.2,50,2.2,2027,0,0,4,31,0,0,0,2,0,0,0,396,576.6,76.6,104,75.9
479,Targett,Matt,Targett,33,2,16,a,,2019-04-18T12:01:20Z,4.2,-3,3,0,0.1,36,2.3,1185,1,3,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181,86.2
550,Obafemi,Michael,Obafemi,61,4,16,i,Hamstring injury - Expected back 31 May,2019-02-24T17:31:21Z,5,0,0,0,0,13,2.2,134,1,1,0,3,0,0,0,1,0,0,0,46,62.6,27.4,127,21.6
556,Valery,Yan,Valery,43,2,16,a,,2019-04-13T17:01:22Z,4.1,1,-1,1,4.1,54,2.3,1709,2,1,3,30,0,0,0,3,1,0,0,251,329.4,124.7,157,60.7
562,Johnson,Tyreke,Johnson,51,3,16,a,,,4.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
565,Ramsay,Kayne,Ramsay,66,2,16,a,,2019-01-28T15:31:21Z,4,0,0,0,0,1,1,90,0,0,0,3,0,0,0,0,0,0,0,9,11.2,0,0,1.1
570,Slattery,Callum,Slattery,55,3,16,a,,,4.5,0,0,0,0,4,1.3,110,0,0,0,1,0,0,0,0,0,0,0,12,15.8,2.6,24,4.2
574,Gallagher,Sam,Gallagher,15,4,16,a,,2019-01-12T20:31:18Z,4.5,0,0,0,0.1,4,1,32,0,0,0,1,0,0,0,0,0,0,0,6,0,0.3,0,0
595,Jones,Alfie,Jones,32,2,16,a,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Lloris,Hugo,Lloris,1,1,17,a,,2019-04-20T13:31:24Z,5.4,-1,1,2,6.2,145,4.4,2970,0,0,12,33,0,2,0,0,0,100,10,691,858.2,0,0,86
352,Vorm,Michel,Vorm,13,1,17,a,,2018-09-22T16:01:13Z,4.7,-3,3,0,0.1,5,2.5,180,0,0,0,4,0,0,0,0,0,9,1,36,66.8,0,0,6.6
353,Alderweireld,Toby,Alderweireld,4,2,17,a,,,6,0,0,1,3.7,107,3.1,2921,0,0,12,31,1,0,0,3,0,0,7,651,690.2,139.1,229,105.7
354,Rose,Danny,Rose,3,2,17,a,,2019-05-10T13:01:20Z,5.8,-2,2,0,1.1,86,3.3,1792,0,4,8,16,0,0,0,5,0,0,5,352,343.6,416.6,216,97.6
355,Vertonghen,Jan,Vertonghen,5,2,17,a,,2019-05-09T12:31:22Z,5.9,-1,1,0,4,67,3,1911,1,0,6,23,0,0,0,3,1,0,7,390,445.4,116.7,165,72.7
356,Davies,Ben,Davies,33,2,17,a,,2019-01-24T22:01:20Z,5.6,-4,4,0,1.7,66,2.4,1837,0,0,6,26,0,0,0,2,0,0,5,361,388.2,256.6,176,82.3
357,Trippier,Kieran,Trippier,2,2,17,a,,2019-03-07T13:31:20Z,6,0,0,3,15.2,118,4.4,2275,1,5,10,23,1,0,0,2,0,0,16,573,601.6,827,121,155
358,Walker-Peters,Kyle,Walker-Peters,16,2,17,a,,,4.2,-3,3,1,0.7,28,4.7,374,0,3,2,4,0,0,0,1,0,0,4,112,107.4,104.9,20,23.1
359,Sanchez,Davinson,Sanchez,6,2,17,a,,2019-05-08T09:01:20Z,5.8,-2,2,1,1.6,78,3.4,1941,1,2,6,22,0,0,0,2,0,0,4,412,454.2,60.3,183,70
360,Aurier,Serge,Aurier,24,2,17,a,,2019-03-25T08:31:21Z,5.7,-3,3,0,0.5,24,3,562,0,2,2,9,0,0,0,1,0,0,0,116,151.6,108.4,45,30.5
361,Dier,Eric,Dier,15,3,17,a,,2019-03-23T01:31:24Z,4.7,-3,3,0,0.9,56,2.8,1504,3,0,5,18,0,0,0,4,0,0,3,269,363.4,150.1,121,63.6
362,Dembele,Mousa,Dembele,19,3,17,u,Joined Guangzhou R&F,2018-11-03T22:01:14Z,4.9,-1,1,0,0.7,14,1.4,512,0,0,1,6,0,0,0,1,0,0,0,74,51,17.5,1,7.1
363,Lamela,Erik,Lamela,11,3,17,a,,2019-04-02T14:01:20Z,5.9,-6,6,0,0.3,67,3.5,965,4,4,4,12,0,0,0,2,0,0,5,231,263.8,339.9,441,104.1
364,Eriksen,Christian,Eriksen,23,3,17,a,,2018-09-27T12:31:15Z,9.2,-3,3,3,7.7,161,4.6,2770,8,12,8,37,0,0,0,3,0,0,15,675,876,1148.7,801,283
365,Alli,Bamidele,Alli,20,3,17,a,,2019-04-09T22:01:21Z,8.8,-2,2,1,2.5,94,3.8,1822,5,4,8,21,0,0,0,4,0,0,8,356,467.2,436.6,681,158.5
366,Wanyama,Victor,Wanyama,12,3,17,a,,2019-05-10T13:01:20Z,4.9,-1,1,0,0.1,24,1.8,511,1,0,3,4,0,0,0,2,0,0,2,105,113.2,45,80,23.9
367,Son,Heung-Min,Son,7,3,17,s,Suspended until 24 Aug,2019-05-04T13:31:21Z,8.6,1,-1,5,10.6,159,5.1,2033,12,8,10,23,0,0,0,2,1,0,17,489,690.6,508,1002,219.9
368,Winks,Harry,Winks,8,3,17,a,,2019-04-18T17:31:20Z,5.5,0,0,0,0.1,53,2,1589,1,0,6,17,0,0,0,4,0,0,3,275,268.2,168.6,71,50.7
369,Sissoko,Moussa,Sissoko,17,3,17,a,,2019-04-17T22:31:20Z,4.9,-1,1,0,0.3,76,2.6,2329,0,3,11,28,0,0,0,2,0,0,3,395,329,380.7,193,90.2
370,Lucas Moura,Lucas,Rodrigues Moura da Silva,27,3,17,a,,2019-01-07T16:01:16Z,6.9,-1,1,2,11.9,131,4.1,2115,10,2,14,18,0,0,0,3,0,0,8,340,556.4,415.6,650,161.9
371,Llorente,Fernando,Llorente,18,4,17,a,,2019-04-13T14:01:21Z,5.1,-9,9,1,1.5,41,2,681,1,4,2,8,1,0,0,2,0,0,3,104,138,189.5,307,63.1
372,Kane,Harry,Kane,10,4,17,a,,2019-04-09T22:01:21Z,12.6,1,-1,4,12.4,160,5.7,2423,17,6,9,31,0,0,0,5,0,0,24,561,824.6,430,1359,261.3
497,Nkoudou,Georges-Kévin,Nkoudou,14,3,17,u,Season-long loan to Monaco,2019-01-31T15:31:19Z,4.8,-2,2,0,0,4,4,4,0,1,0,0,0,0,0,0,0,0,0,17,19,14.3,0,3.3
523,Amos,Luke,Amos,40,3,17,a,,,4.3,-2,2,0,0.1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.1,0,0.2
536,Gazzaniga,Paulo,Gazzaniga,22,1,17,a,,,4.5,0,0,0,0,13,4.3,270,0,0,1,2,0,0,0,0,0,11,0,64,82.8,0,0,8.2
538,Whiteman,Alfie,Whiteman,41,1,17,a,,,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Skipp,Oliver,Skipp,52,3,17,a,,,4.5,0,0,0,0,12,1.5,214,0,0,2,1,0,0,0,0,0,0,0,40,35.2,20.5,12,7
549,Foyth,Juan,Foyth,21,2,17,s,Suspended until 24 Aug,2019-05-04T13:31:22Z,5,0,0,1,0.2,35,2.9,888,1,0,3,12,0,0,0,3,1,0,4,172,248.6,59.8,53,36.3
561,Eyoma,Timothy,Eyoma,53,2,17,a,,,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Sterling,Kazaiah,Sterling,50,4,17,u,Season-long loan to Sunderland,2019-01-31T21:01:20Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Marsh,George,Marsh,47,3,17,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Janssen,Vincent,Janssen,9,4,17,a,,,4.5,0,0,0,0.1,3,1,36,0,0,0,0,0,0,0,0,0,0,0,4,6.2,1.6,57,6.5
373,Gomes,Heurelho,Gomes,1,1,18,a,,,4.2,-3,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Dahlberg,Pontus,Dahlberg,30,1,18,a,,,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Kaboul,Younes,Kaboul,4,2,18,u,Contract terminated by mutual consent,2019-01-07T10:34:08Z,4.2,-3,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Cathcart,Craig,Cathcart,15,2,18,a,,2019-04-27T17:01:20Z,4.5,0,0,1,3.2,93,2.6,3095,3,0,6,54,2,0,0,2,0,0,5,552,719.6,25.5,262,100.8
377,Prodl,Sebastian,Prodl,5,2,18,a,,2019-04-22T21:01:21Z,4.2,-3,3,0,0.1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
378,Holebas,Jose,Holebas,25,2,18,a,,2019-05-13T00:01:21Z,4.8,3,-3,2,7.9,93,3.3,2392,3,7,5,41,0,0,0,12,1,0,10,437,642.4,598.2,164,140.6
379,Britos,Miguel,Britos,3,2,18,a,,2019-05-03T16:01:21Z,4.3,-2,2,0,0,3,1,184,0,0,0,5,0,0,0,0,0,0,0,22,28.4,0.3,0,2.9
380,Kabasele,Christian,Kabasele,27,2,18,a,,2018-12-26T22:01:17Z,4.4,-1,1,0,0.3,36,1.7,1584,0,0,3,29,0,0,0,2,1,0,1,212,355.2,24,189,56.7
381,Janmaat,Daryl,Janmaat,2,2,18,a,,2019-03-30T20:31:21Z,4.9,-1,1,0,0.4,50,2.8,1520,0,2,3,22,0,0,0,3,0,0,6,274,346.2,212.2,118,67.8
382,Mariappa,Adrian,Mariappa,6,2,18,a,,,4.2,-3,3,0,0.6,57,2.2,1924,0,0,5,32,0,0,0,3,0,0,2,334,404.6,61.9,79,54.5
383,Kiko Femenia,Francisco,Femenia Far,21,2,18,a,,2019-04-08T14:01:20Z,4.2,-3,3,1,1.2,66,2.3,2043,1,1,4,40,0,0,0,1,0,0,6,412,420.2,252.9,87,76
384,Zeegelaar,Marvin,Zeegelaar,22,2,18,u,Season-long loan to Udinese,2019-01-10T16:31:17Z,4.2,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Navarro,Marc,Navarro,23,2,18,a,,2018-10-04T16:31:13Z,4.2,-3,3,0,0,2,1,84,0,0,0,3,0,0,0,0,0,0,0,12,16,5.3,2,2.3
386,Masina,Adam,Masina,11,2,18,a,,,4.3,-2,2,0,0.1,26,1.9,1002,0,1,2,20,0,0,0,5,0,0,1,165,201,70.8,27,30.1
387,Chalobah,Nathaniel,Chalobah,14,3,18,a,,2018-10-18T16:31:15Z,4.4,-1,1,0,0.1,10,1.1,265,0,0,0,7,0,0,0,2,0,0,0,42,35.6,20.2,31,8.8
388,Cleverley,Tom,Cleverley,8,3,18,a,,2019-03-28T17:31:21Z,5,0,0,0,0,25,1.9,470,1,0,3,7,0,0,0,2,0,0,2,87,97.4,33.4,40,17.2
389,Capoue,Etienne,Capoue,29,3,18,a,,2019-05-03T16:01:21Z,4.8,-2,2,1,0.5,79,2.4,2944,1,3,8,48,0,0,0,14,1,0,8,496,656.6,219.2,152,102.8
390,Doucoure,Abdoulaye,Doucoure,16,3,18,a,,2019-01-19T17:31:20Z,5.8,-2,2,2,2.8,124,3.5,3061,5,7,5,56,1,0,0,7,0,0,14,550,735.6,544.1,709,198.9
